Name,Location,Locality,City,Rating,Cost,Place_ID,Photo_Reference
Raftaar - The High Speed Bar and Lounge,"Punjabi Bagh, West Delhi", West Delhi,Delhi,4.2,1600,ChIJVRcyB6IDDTkRVR0B9jWS7cE,AdDdOWpZdT8rHABl5dQdC6YgQx_3WielTvcooTENgLpZ8QfTEf8G6q3UbOTHdvh2tvxXb6sveYrbb_8cnGIhsjll_IzuO-zcAQz2l5Cw96o4x8NcnX30noLZlSb8iBnlRzw4ioqHYbUBocItUm65ubQ_rngc9cymhqHaDSmqBHWjkHxwwfF_
Stupid Bar & Kitchen,"Lajpat Nagar - 2, South Delhi", South Delhi,Delhi,3.9,1000,ChIJi7gpy2LjDDkRahdxS8kOgt8,AdDdOWow45vWO_hi0v4_oLpT64TRrrv6CcOnUUwmgcspMhavv0VlMb5tHMkuaSyph7GUgKIcLZ0QZ4NI0VEBwlUxBrHA9aM902KmCQAUdBnHcFMkf89S6gskZUXDGw-hN_JRN1klNlCeq8zTl7eTLk8-QDkthtGx8wDZBZeqnKMa1Xxkfi4-
Turn Up,"Satya Niketan, South Delhi", South Delhi,Delhi,3.1,1200,ChIJSeLPDBMdDTkRaejXTLCZmwI,AdDdOWrAmCLUm6RdggaMuFTdM7dPVCdIYUojJvd-ATsnAr8GLcmtnhZiBZ1X88ib67vPUQ1yx1Jl1fMcdMibanGYwz0Ve8vQyS-HXlwlBBB63vLeN31yqLfP8lfpv34WU--cEFSvM0pJHgV0OYOzG0tNu0w6J5ITdc1uS3qB0y7pJH6XKzEK
Ada'e Haandi's,"RK Puram, South Delhi", South Delhi,Delhi,5.0,800,ChIJq6qqag0dDTkR2lrCANWLlO8,AdDdOWogI_ke5atCwphaPaAsY2Dfnf-GwY96HtKybgoxYLgmXamMnr8_u5yEd548NdxCVDiqkE1WyWrDVwm6cCUiQyDVgDB1FIPwMdfW9Uo4vWhfZ7Jjv_ALIgapj16oevofPhTnyXkxLB6vlyCyX_qGuPf9xtKtHkZSMrG1qEZFuawb-FUe
Moh Maya Cafe,"Hudson Lane, North Delhi", North Delhi,Delhi,3.8,1500,ChIJS38E9u39DDkRkguae9T9HLs,AdDdOWqYI5ONSA_dhJtDKLIbrvntBRT-zcmlwcPvL9qo2gAbQhzD9vQPeL2RKOU9CEU2ubDrmDHjfKHY5gLV4Xx7m_0aUOoI4JWvMR3aF5cCraAh8MZcfh94XMpSMGXuV2LMcskQy2AM5MJdfKDnFrvESEfaM3dUQaMK0Y7jI_2Zr5S2GMhC
Cafe Tesu,"Essex Farms,Aurobindo Marg, South Delhi", South Delhi,Delhi,4.4,2500,ChIJUfN2Ow_iDDkRp100El3Xduo,AdDdOWq7u3XmF5pBqtLD23CmQGKDGBY07CSGIvK9Xd0kSum2WdkKXwYP2TCfybd7bKAKaQo2HSraz9PGxkayhE0Z7InqjHkJgEWaozbJzJ-DYUmqti7BdSxWf-C0Q5A4bpkYGn2_ZEAmDtAdQGvFRM2XPWKtgRe4TCdI3Sj5_B672NiqTNTb
Spice Court,"PVR Payal,Naraina, West Delhi", West Delhi,Delhi,4.1,1500,ChIJi-VJoCQDDTkRT9VVsJu4MlU,AdDdOWpvzBlubm2S24xrGuENkv8XEXo1mQGXrA6dkq8Xzi59piYxohYNXjpVoHlNKhwqJwuc-oxXeXbfl9XeDWkZ1RVlnZRh-PSa-uEYKDnWkbCT_lUQskwuiy8AybcDhJbY7v3Gz6CAB4bWJgYvyaCq2S4p1t74Kt6N9DsliRH32VQUQbmM
Waffle Street,"Janakpuri, West Delhi", West Delhi,Delhi,4.1,400,ChIJj8xNIq4EDTkR2rMxi7JN4GI,AdDdOWp5XzV3POjabHePNaZRiQ9jigz4qOVKV0CzI2aDdJIV5Al_T0l7ZGUUVhSzH6_LfUjHG15K7vAJ37BxULeJEd_z56FaX0QZ21qmEthTw7oV-5OhI0DFk_2AoQRWzgNGtTa6WEPJixYTJZpFPRTJU2dwXM5Bol7SDTeIIU3zF_kdTbpm
Dramz,"Mehrauli, South Delhi", South Delhi,Delhi,4.1,2400,ChIJGTL3JAYeDTkRoiTntt4reEo,AdDdOWo7wCl0s42SJ8Yachtm-zEqC_TTDHwEjYJKmVAWS-fOmUE0ShlQpJfDx2uspkiwHquGa9AzAPt4_fObzDDrssDEL2jvKhQZ8oVLk00qnycFUEVSTVwzzcSUNxQDUdkIhk--US65ZD9fqPCb7ii45soAE2vMnq8ekTE_o0DZYg_l3IVm
Sidewalk,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,4.5,1000,ChIJR_W5FIMdDTkRakpz4UMG3Ls,AdDdOWqNo3yCPuWRaSR44A3K_3LT4Jm_1OwbpmtrVGkOfGvVia9p7Q0Lacl_4tIAUviNTm1nBplQSDmOdd7TQnPa6i11fLOXYIvMVP7DdllB42QlTZVuBbN69akrsOSfIo-cZSy9bdxpyx5ZgbPzziVXVbrq_jSd2mHpepFVsd38baZn8iHt
Cafe,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,4.2,4000,ChIJgYWp8Cz9DDkRHGRazZ5BlZg,AdDdOWqO1CkZ-55OcHFnHAnSPmeaCTONgyWQqzO0Im_IkI4YUVzNG6pxclTQJhbxTRHPj6UgH1zxUpPV-hRZRtHPIPoTxWV7TFaTzFBfnPmVEY7h91qQGftqQ5oU1lVhQS6ehui_H5PdyVm31ooiGVxL7wPK7R49ccu_mJfGucZGDL96wrft
Veg Gulati,"Green Park, South Delhi", South Delhi,Delhi,4.4,1200,ChIJxXii03PiDDkRCQfUBYvlTjQ,AdDdOWpNtD1fK_cQ41BcwG5neI5TWOk3a8q6unmGxQIYYSLQqiD7XhbFRXNbRkz-LIKwo28IPh__d3bd_QXlSEVk2PYE6-krxA3s-BDTylLSz3skalWSuskw9aIb7hbd8w-N6k1E2-NvUI89wTNcTXeK3Grze_zf4VmGsrkJXDr_lTaYbYAc
Cafe After Hours,"Paschim Vihar, West Delhi", West Delhi,Delhi,4.2,1200,ChIJuz2BrMUaDTkRhnkvi2voMmk,AdDdOWrj2FVwJVpjVJsh9Y5IeZ2gbXXSdyTwqPNwIor9HV_EeA8p2jE9Mpx9q0Y5tTyCbLaSelrt3xX1r3vbj4OfnsDlio4HShHpxDPNmydzFzAntaOd_S6FKyTCgXMFhENrobny3Q6GjtC0kSJg2FIlN1S9pU0BQ8u0fYikVDp3PH_6jtEU
Pirates Of Grill,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,4.4,2000,ChIJvZM56qAdDTkRf6PzmbH7FW8,AdDdOWrf0NYNGMecff_rDaUj30IhRm2H3jEiSONOw1pyrg_a5DVCJC41XRA_0ufyMBs-x5RAUAYrkecuq_hRf-qWZzleneBuR5ZtV0aT5qUm9nO7X11zC8K_5NC2rSMvdd_tjPmNGjPS-WNkvaZNKUd96zGvsCjwyZ1Husiry6tudKE14u05
Oh Boy Lounge,"Hudson Lane, North Delhi", North Delhi,Delhi,3.3,1600,ChIJ3YcYQ_L9DDkRBMckgmoVtA4,AdDdOWrKP5gVEvFbrgbmuSz861Yz5wYSds7xO4bVmjg8kddNF1JFvHmnOPfWYKmL5JGIumqzS_UGDUyjsJNMchJvJ7fz_Ndpk4_hQgUBWcXcI054wU8UtNzprWg0sgHGtAI3oZ4fiV4ckAhRAjIw3ctF0mn0gSGmFT6QSTV8dspfqR_WFwuW
Lord of the Drinks Forum,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,4.2,2000,ChIJf1T3UM_jDDkRDPkK_e3W_rM,AdDdOWrsIoBGktgSjRisHohXcdnXc_d2czVyZeb3lRnXXvvmHL1o3maLVX7xfrHdBMNApHR5ktwRQLh6D8mKcJHriA7p8hk2CqlYwLaIOIMW8Ch_ydHSbSFzm5--z88UVRFrVfCIiaCUA6WvfDxGvKLNtPhKxkq8Tw_p6qupI5VtgDjgPunw
Syrah,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,3.8,4500,ChIJjaRqsG0dDTkRV9im4-6urEQ,AdDdOWq0lS9_ogz69wOpRV3YB4tWEo0HbrQFe1_Aa9CMavtzJuj9bhg1hyE12S89DisA44QEdD7jnjux8bFXQqQ_IzgovCMTPRMpjuiia9O7ETR3mV9mPM8tSSPBgvBSs5T5UFM-fQH2Z-chO9PPgkmifEin4hOPv3xtP80txPM7zd-z43cJ
